CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
ADAM17_MET,,,PODXL2_SELL,
ADAM17_ERBB4,,,POMC_MC1R,
ADAM17_NOTCH1,,,POMC_MC2R,
ADAM17_ITGB1,,,POMC_MC3R,
ADAM17_ITGA5,,,POMC_MC4R,
ADAM17_IL6R,,,POMC_MC5R,
ADAM17_MUC1,,,POMC_OPRD1,
ADAM17_RHBDF2,,,POMC_OPRK1,
VEGFB_NRP1,,,POMC_OPRM1,
VEGFB_RET,,,POSTN_PTK7,
VEGFB_FLT1,,,PPY_NPY4R,
FGF5_FGFR2,,,PPY_NPY5R,
FGF5_FGFR4,,,PRG4_TLR2,
FGF5_FGFR1,,,PRG4_TLR4,
FGF5_FGFR3,,,PRL_PRLR,
LEP_LRP2,,,PRLH_PRLHR,
LEP_LEPR,,,PRND_RPSA,
GH1_PRLR,,,PROC_PROCR,
GH1_GHR,,,PROC_TEK,
GNAI2_ADRA2A,,,PROC_THBD,
GNAI2_MTNR1A,,,PROK2_PROKR2,
GNAI2_EGFR,,,PROS1_AXL,
GNAI2_UNC5B,,,PROS1_MERTK,
GNAI2_TSHR,,,PROS1_TYRO3,
GNAI2_CXCR2,,,PSAP_CD1B,
GNAI2_CNR1,,,PSAP_GPR37,
GNAI2_LHCGR,,,PSAP_GPR37L1,
GNAI2_CAV1,,,PSAP_LRP1,
GNAI2_C5AR1,,,PSEN1_NCSTN,
GNAI2_CCR5,,,PSEN1_NOTCH1,
GNAI2_CXCR3,,,PSEN1_NOTCH2,
GNAI2_CXCR1,,,PSEN1_NOTCH3,
GNAI2_MTNR1B,,,PSEN1_NOTCH4,
GNAI2_IGF1R,,,PSPN_GFRA1,
GNAI2_AGTR2,,,PSPN_GFRA4,
GNAI2_ADCY8,,,PSPN_RET,
GNAI2_F2R,,,PTDSS1_JMJD6,
GNAI2_LPAR3,,,PTDSS1_SCARB1,
GNAI2_S1PR5,,,PTGS2_CAV1,
GNAI2_EDNRA,,,PTGS2_PTGDR2,
GNAI2_ADORA1,,,PTH_PTH1R,
GNAI2_ADRA2B,,,PTH_PTH2R,
GNAI2_FPR1,,,PTHLH_PTH1R,
GNAI2_S1PR3,,,PTHLH_PTH2R,
GNAI2_OPRM1,,,PTMA_VIPR1,
GNAI2_PTPRU,,,PTN_ALK,
GNAI2_TBXA2R,,,PTN_PLXNB2,
GNAI2_EDNRB,,,PTN_PTPRB,
GNAI2_DRD2,,,PTN_PTPRS,
GNAI2_ADCY7,,,PTN_PTPRZ1,
GNAI2_OPRD1,,,PTN_SDC3,
GNAI2_S1PR4,,,PTPRC_CD22,
GNAI2_ADCY9,,,PTPRC_MRC1,
GNAI2_ADCY1,,,PTPRK_PTPRK,
GNAI2_S1PR1,,,PTPRM_PTPRM,
GNAI2_CHRM1,,,PTPRZ1_L1CAM,
GNAI2_P2RY12,,,PTPRZ1_NCAM1,
ANGPT2_TEK,,,PVR_CD226,
ANGPT2_TIE1,,,PVR_CD96,
TLN1_ITGB5,,,PVR_PVRIG,
CSH1_PRLR,,,PVR_TIGIT,
PKM_CD44,,,PYY_FAP,
CALR_MTNR1A,,,PYY_NPY1R,
CALR_TSHR,,,PYY_NPY2R,
CALR_MPL,,,PYY_NPY4R,
CALR_LRP1,,,PYY_NPY5R,
CALR_ITGAV,,,RAET1E_KLRK1,
CALR_ITGA2B,,,RAET1G_KLRK1,
CALR_ITGA3,,,RAET1L_KLRK1,
CALR_HLA,,,RARRES2_CCRL2,
CALR_SCARF1,,,RARRES2_CMKLR1,
DEFB103A_CCR2,,,RARRES2_GPR1,
TAC1_TACR2,,,RBP4_STRA6,
TAC1_TACR3,,,RELN_ITGA3,
TAC1_TACR1,,,RELN_ITGB1,
LPA_ITGB2,,,RELN_LRP8,
LPA_LRP2,,,RELN_VLDLR,
LPA_ITGAM,,,REN_ATP6AP2,
LPA_LPAR1,,,RGMA_NEO1,
LPA_LPAR4,,,RGMB_NEO1,
LPA_LPAR2,,,RLN1_RXFP1,
LPA_LPAR3,,,RLN1_RXFP2,
FGF8_FGFR2,,,RLN2_RXFP1,
FGF8_FGFR4,,,RLN2_RXFP2,
FGF8_FGFR1,,,RLN2_RXFP3,
FGF8_FGFR3,,,RLN3_RXFP1,
FGF8_FGFRL1,,,RLN3_RXFP2,
FGF13_EGFR,,,RLN3_RXFP3,
FGF13_FGFR2,,,RLN3_RXFP4,
FGF13_FGFR4,,,RNASE2_TLR2,
FGF13_FGFR1,,,ROBO1_ROBO1,
FGF13_FGFR3,,,ROBO2_ROBO2,
FGF13_SCN5A,,,RPH3A_NRXN1,
FGF13_SCN8A,,,RPS19_C5AR1,
MMP1_CD44,,,RSPO1_LGR4,
MMP1_ITGA2,,,RSPO1_LGR5,
PENK_ADRA2A,,,RSPO1_LGR6,
PENK_MTNR1A,,,RSPO1_LRP6,
PENK_GRM7,,,RSPO1_ZNRF3,
PENK_OPRM1,,,RSPO2_LGR4,
PENK_OPRD1,,,RSPO2_LGR5,
PENK_OPRK1,,,RSPO2_LGR6,
PENK_OGFR,,,RSPO2_RNF43,
PENK_MRGPRX1,,,RSPO2_ZNRF3,
LAMA3_ITGB1,,,RSPO3_FZD8,
LAMA3_SDC2,,,RSPO3_LGR4,
LAMA3_ITGA3,,,RSPO3_LGR5,
LAMA3_ITGB4,,,RSPO3_LGR6,
SEMA6D_PLXNA1,,,RSPO3_LRP6,
SEMA6D_KDR,,,RSPO3_SDC4,
SEMA6D_TREM2,,,RSPO4_LGR4,
SEMA6D_TYROBP,,,RSPO4_LGR5,
MTMR4_SMAD3,,,RSPO4_LGR6,
WNT11_FZD7,,,RTN4_CNTNAP1,
WNT11_MUSK,,,RTN4_LINGO1,
WNT11_KLRG2,,,RTN4_RTN4R,
FBN1_ITGB1,,,RTN4_RTN4RL1,
FBN1_ITGB6,,,RTN4_S1PR2,
FBN1_ITGAV,,,RTN4_TNFRSF19,
FBN1_ITGA5,,,S100A8_TLR4,
PSEN1_NOTCH1,,,S100A9_TLR4,
PSEN1_NOTCH4,,,SAA1_CD36,
PSEN1_NOTCH2,,,SAA1_FPR2,
PSEN1_NOTCH3,,,SCGB1A1_LRP2,
PSEN1_CD44,,,SCGB3A1_MARCO,
PSEN1_NCSTN,,,SCGB3A2_MARCO,
BGN_TLR2,,,SCT_VIPR1,
BGN_TLR4,,,SCT_VIPR2,
BGN_TLR1,,,SDC2_PTPRJ,
BGN_LY96,,,SECTM1_CD7,
BMP8A_BMPR2,,,SELE_CD44,
BMP8A_BMPR1A,,,SELPLG_SELE,
BMP8A_BMPR1B,,,SELPLG_SELL,
CSF1_CSF1R,,,SELPLG_SELP,
CSF1_SIRPA,,,SEMA3A_NRP1,
IZUMO1_CD9,,,SEMA3A_NRP2,
P4HB_MTTP,,,SEMA3A_PLXNA1,
JAG2_NOTCH1,,,SEMA3A_PLXNA2,
JAG2_NOTCH4,,,SEMA3A_PLXNA4,
JAG2_NOTCH2,,,SEMA3B_NRP1,
JAG2_NOTCH3,,,SEMA3B_NRP2,
EFNA5_EPHB6,,,SEMA3C_NRP1,
EFNA5_EPHB1,,,SEMA3C_NRP2,
EFNA5_EPHB2,,,SEMA3C_PLXND1,
EFNA5_EPHA4,,,SEMA3D_NRP1,
EFNA5_EPHA6,,,SEMA3E_PLXND1,
EFNA5_EPHA7,,,SEMA3F_NRP1,
EFNA5_EPHA10,,,SEMA3F_NRP2,
EFNA5_EPHA3,,,SEMA3F_PLXNA3,
EFNA5_EPHA1,,,SEMA3G_NRP2,
EFNA5_EPHA5,,,SEMA4A_LILRB2,
EFNA5_EPHA2,,,SEMA4A_PLXNB1,
EFNA5_EPHA8,,,SEMA4A_PLXNB2,
NXPH3_NRXN1,,,SEMA4A_PLXND1,
NXPH3_NRXN3,,,SEMA4B_DCBLD2,
NXPH3_NRXN2,,,SEMA4C_PLXNB2,
SERPINA7_SLC16A2,,,SEMA4D_CD72,
NPW_ADRA2A,,,SEMA4D_ERBB2,
NPW_MTNR1A,,,SEMA4D_MET,
NPW_GRM7,,,SEMA4D_PLXNB1,
NPW_NPBWR2,,,SEMA4D_PLXNB2,
NPW_NPBWR1,,,SEMA4G_PLXNB2,
CTHRC1_FZD6,,,SEMA5A_MET,
CTHRC1_FZD5,,,SEMA5A_PLXNB3,
CTHRC1_FZD3,,,SEMA6A_PLXNA2,
CNTN2_NRP1,,,SEMA6A_PLXNA4,
CNTN2_NRCAM,,,SEMA6B_PLXNA2,
CNTN2_CNTN1,,,SEMA6D_KDR,
CNTN2_CNTNAP2,,,SEMA6D_PLXNA1,
BCAN_EGFR,,,SEMA6D_TREM2,
BCAN_NRCAM,,,SEMA6D_TYROBP,
GAST_CCKBR,,,SEMA7A_ITGA1,
FBLN1_ITGB1,,,SEMA7A_ITGB1,
CALCA_PTH1R,,,SEMA7A_PLXNC1,
CALCA_ADCYAP1R1,,,SERPINA1_LRP1,
CALCA_RAMP2,,,SERPINC1_LRP1,
CALCA_VIPR1,,,SERPINC1_SDC2,
CALCA_RAMP3,,,SERPINE1_LRP1,
CALCA_GPR20,,,SERPINE1_LRP2,
CALCA_ADRB2,,,SERPINE2_LRP1,
CALCA_ADRB3,,,SERPINF1_PLXDC1,
CALCA_TSHR,,,SERPINF1_PLXDC2,
CALCA_GPR84,,,SERPING1_LRP1,
CALCA_CALCR,,,SERPING1_SELE,
CALCA_RAMP1,,,SERPING1_SELP,
CALCA_CALCRL,,,SERTAD1_AR,
COL4A5_ITGB1,,,SFRP1_FZD2,
COL4A5_ITGAV,,,SFRP1_FZD6,
COL4A5_ITGA1,,,SFRP2_FZD5,
COL4A5_ITGA2,,,SFTPA1_TLR2,
COL4A5_CD93,,,SFTPA2_CD93,
COL4A5_CD47,,,SFTPD_LAIR1,
SLIT3_ROBO2,,,SFTPD_SIRPA,
SLIT3_ROBO1,,,SHH_BOC,
PMCH_ADRA2A,,,SHH_CDON,
PMCH_MTNR1A,,,SHH_GAS1,
PMCH_GRM7,,,SHH_GPC5,
PMCH_MCHR1,,,SHH_HHIP,
PMCH_MCHR2,,,SHH_LRP2,
COL7A1_ITGB1,,,SHH_PTCH1,
COL7A1_ITGA2,,,SHH_PTCH2,
NPB_ADRA2A,,,SHH_SMO,
NPB_MTNR1A,,,SIGLEC1_SPN,
NPB_GRM7,,,SIRPA_CD47,
NPB_NPBWR2,,,SIRPB2_CD47,
NPB_NPBWR1,,,SIRPG_CD47,
GH2_GHR,,,SLAMF1_SLAMF1,
BTLA_TNFRSF14,,,SLAMF6_SLAMF6,
BTLA_VTCN1,,,SLAMF7_SLAMF7,
BTLA_CD247,,,SLIT1_GPC1,
BTLA_CD79A,,,SLIT1_ROBO1,
TAC4_TACR2,,,SLIT1_ROBO2,
TAC4_TACR3,,,SLIT1_SDC1,
TAC4_TACR1,,,SLIT2_APP,
FGF3_FGFR2,,,SLIT2_GPC1,
FGF3_FGFR4,,,SLIT2_ROBO1,
FGF3_FGFR1,,,SLIT2_ROBO2,
FGF3_FGFR3,,,SLIT2_ROBO4,
GHRL_TBXA2R,,,SLIT2_SDC1,
GHRL_PTGER3,,,SLIT3_ROBO1,
GHRL_MLNR,,,SLIT3_ROBO2,
GHRL_GHSR,,,SLIT3_ROBO4,
GHRL_PTGIR,,,SLITRK1_PTPRD,
GHRL_GHRHR,,,SLITRK1_PTPRS,
GHRL_GPR39,,,SLITRK2_PTPRD,
HSP90AA1_EGFR,,,SLITRK2_PTPRS,
HSP90AA1_FGFR3,,,SLITRK5_PTPRD,
HSP90AA1_ERBB2,,,SLITRK6_PTPRS,
HSP90AA1_LRP1,,,SLPI_PLSCR1,
HSP90AA1_CFTR,,,SLPI_PLSCR4,
FGG_ITGB2,,,SLURP1_CHRNA7,
FGG_ITGB1,,,SNCA_LAG3,
FGG_ITGAV,,,SOST_LRP4,
FGG_ITGA5,,,SOST_LRP5,
FGG_ITGA2B,,,SOST_LRP6,
FGG_TLR4,,,SOSTDC1_LRP4,
CXCL14_CXCR4,,,SOSTDC1_LRP5,
EDN3_EDNRA,,,SOSTDC1_LRP6,
EDN3_EDNRB,,,SPINK1_EGFR,
EDN3_KEL,,,SPN_SIGLEC1,
RTN4_RTN4RL1,,,SPON1_APP,
RTN4_LINGO1,,,SPON1_LRP8,
RTN4_TNFRSF19,,,SPON2_ITGA4,
RTN4_GJB2,,,SPON2_ITGA5,
RTN4_RTN4R,,,SPON2_ITGAM,
RTN4_NGFR,,,SPON2_ITGB1,
RTN4_CNTNAP1,,,SPON2_ITGB2,
C1QTNF1_AVPR2,,,SPP1_CD44,
DMP1_PHEX,,,SPP1_ITGA4,
NTN4_DCC,,,SPP1_ITGA9,
NTN4_UNC5A,,,SPP1_ITGAV,
WNT7B_LRP5,,,SPP1_ITGB1,
WNT7B_FZD1,,,SPP1_ITGB5,
WNT7B_FZD4,,,ST6GAL1_CD22,
WNT7B_TMED5,,,TAC1_TACR1,
WNT7B_FZD10,,,TAC1_TACR2,
PTN_ALK,,,TAC1_TACR3,
PTN_SDC1,,,TAC3_TACR1,
PTN_SDC3,,,TAC3_TACR2,
PTN_PTPRB,,,TAC3_TACR3,
PTN_PTPRZ1,,,TAC4_TACR1,
PTN_PTPRS,,,TAC4_TACR2,
NCR3LG1_NCR3,,,TAC4_TACR3,
COL9A3_ITGB1,,,TCN1_CD320,
COL9A3_MAG,,,TCTN1_TMEM67,
SLPI_PLSCR4,,,TDGF1_ACVR1B,
SLPI_CD4,,,TDGF1_ACVR2A,
ICAM4_ITGAL,,,TF_TFR2,
ICAM4_ITGB2,,,TF_TFRC,
ICAM4_ITGA4,,,TFF2_CXCR4,
ICAM4_ITGB1,,,TFF3_ACKR3,
ICAM4_ITGAM,,,TFF3_CXCR4,
ICAM4_ITGAV,,,TFPI_LRP1,
ICAM4_ITGA2B,,,TFPI_VLDLR,
ICAM4_RHAG,,,TG_ASGR1,
TNFSF13_TNFRSF1A,,,TG_LRP2,
TNFSF13_SDC2,,,TGFA_EGFR,
TNFSF13_TNFRSF11B,,,TGFA_ERBB2,
TNFSF13_TNFRSF14,,,TGFA_ERBB4,
TNFSF13_TNFRSF13B,,,TGFB1_ACVRL1,
TNFSF13_FAS,,,TGFB1_ENG,
TNFSF13_TNFRSF17,,,TGFB1_ITGAV,
HMGB1_CXCR4,,,TGFB1_ITGB6,
HMGB1_SDC1,,,TGFB1_ITGB8,
HMGB1_TLR2,,,TGFB1_SDC2,
HMGB1_TLR4,,,TGFB1_TGFBR1,
HMGB1_THBD,,,TGFB1_TGFBR2,
HMGB1_AGER,,,TGFB1_TGFBR3,
HMGB1_CD163,,,TGFB1_VASN,
FYN_SPN,,,TGFB2_ACVR1,
FYN_THY1,,,TGFB2_ENG,
FN1_TSHR,,,TGFB2_TGFBR1,
FN1_ITGA4,,,TGFB2_TGFBR2,
FN1_CD44,,,TGFB2_TGFBR3,
FN1_ITGB7,,,TGFB3_ACVRL1,
FN1_ITGB1,,,TGFB3_ENG,
FN1_COL13A1,,,TGFB3_TGFBR1,
FN1_SDC2,,,TGFB3_TGFBR2,
FN1_DPP4,,,TGFB3_TGFBR3,
FN1_ITGB6,,,TGM2_ITGB1,
FN1_ITGAV,,,TGM2_SDC4,
FN1_ITGB8,,,THBS1_CD36,
FN1_ITGA6,,,THBS1_CD47,
FN1_ITGA2,,,THBS1_ITGA2B,
FN1_PLAUR,,,THBS1_ITGA3,
FN1_C5AR1,,,THBS1_ITGA4,
FN1_ITGA5,,,THBS1_ITGA6,
FN1_FLT4,,,THBS1_ITGB1,
FN1_TMPRSS6,,,THBS1_LRP1,
FN1_ITGA8,,,THBS1_PTPRJ,
FN1_ITGA2B,,,THBS1_SDC1,
FN1_TNFRSF11B,,,THBS1_SDC4,
FN1_MAG,,,THBS1_TNFRSF11B,
FN1_ITGA3,,,THBS2_CD47,
FN1_CD79A,,,THBS2_ITGA4,
FN1_NT5E,,,THBS2_ITGA6,
FN1_ITGA9,,,THBS2_ITGB1,
FN1_IL17RC,,,THBS2_NOTCH3,
FN1_ROBO4,,,THPO_MPL,
COL18A1_ITGB5,,,TIGIT_PVR,
COL18A1_ITGB1,,,TIMD4_HAVCR1,
COL18A1_ITGA5,,,TIMP1_CD63,
COL18A1_KDR,,,TIMP2_ITGA3,
COL18A1_GPC4,,,TIMP2_ITGB1,
COL18A1_ITGA3,,,TIMP3_KDR,
COL18A1_GPC1,,,TNC_CNTN1,
HP_ITGB2,,,TNC_EGFR,
HP_ASGR1,,,TNC_ITGA7,
HP_ITGAM,,,TNC_ITGAV,
HP_TLR4,,,TNC_ITGB1,
HP_CD163,,,TNC_PTPRB,
HP_CD22,,,TNC_PTPRZ1,
HP_ASGR2,,,TNF_TNFRSF1A,
RSPO1_LGR6,,,TNF_TNFRSF1B,
RSPO1_LGR4,,,TNF_TNFRSF21,
RSPO1_LGR5,,,TNFRSF14_BTLA,
RSPO1_LRP6,,,TNFRSF14_CD160,
RSPO1_FZD8,,,TNFSF10_TNFRSF10A,
RSPO1_ZNRF3,,,TNFSF10_TNFRSF10B,
RSPO3_LGR6,,,TNFSF10_TNFRSF10C,
RSPO3_LGR4,,,TNFSF10_TNFRSF10D,
RSPO3_LGR5,,,TNFSF10_TNFRSF11B,
RSPO3_LRP6,,,TNFSF11_TNFRSF11A,
RSPO3_FZD8,,,TNFSF11_TNFRSF11B,
RSPO3_SDC4,,,TNFSF12_CD163,
ADAM15_ITGB1,,,TNFSF12_TNFRSF12A,
ADAM15_ITGAV,,,TNFSF13_FAS,
ADAM15_ITGA5,,,TNFSF13_SDC2,
ADAM15_ITGA9,,,TNFSF13_TNFRSF11B,
CALM1_GRM7,,,TNFSF13_TNFRSF13B,
CALM1_EGFR,,,TNFSF13_TNFRSF14,
CALM1_ADCYAP1R1,,,TNFSF13_TNFRSF17,
CALM1_VIPR1,,,TNFSF13_TNFRSF1A,
CALM1_SELL,,,TNFSF13B_TNFRSF13B,
CALM1_CALCR,,,TNFSF13B_TNFRSF13C,
CALM1_RYR2,,,TNFSF13B_TNFRSF17,
CALM1_GRM5,,,TNFSF14_LTBR,
CALM1_HTR2C,,,TNFSF14_TNFRSF14,
CALM1_PTH2R,,,TNFSF14_TNFRSF6B,
CALM1_KCNQ3,,,TNFSF15_TNFRSF25,
CALM1_KCNQ5,,,TNFSF15_TNFRSF6B,
CALM1_MYLK,,,TNFSF18_TNFRSF18,
CALM1_PDE1A,,,TNFSF4_TNFRSF4,
CALM1_INSR,,,TNFSF8_TNFRSF8,
CALM1_ADCY8,,,TNFSF9_TNFRSF9,
CALM1_PDE1C,,,TSHB_TSHR,
CALM1_GP6,,,TSLP_CRLF2,
CALM1_SCN10A,,,TSLP_IL7R,
CALM1_AQP6,,,UCN_CRHR1,
CALM1_MYLK2,,,UCN_CRHR2,
CALM1_SCN4A,,,UCN2_CRHR1,
CALM1_CRHR1,,,UCN2_CRHR2,
CALM1_FAS,,,UCN2_IL10RB,
CALM1_HMMR,,,ULBP1_KLRK1,
CALM1_OPRM1,,,ULBP2_KLRK1,
CALM1_GRM3,,,ULBP3_KLRK1,
CALM1_GRM4,,,VASP_CXCR2,
CALM1_GLP1R,,,VCAM1_ITGA4,
CALM1_TRPC3,,,VCAM1_ITGA9,
CALM1_PTPRA,,,VCAM1_ITGAD,
CALM1_SCTR,,,VCAM1_ITGB1,
CALM1_KCNQ1,,,VCAM1_ITGB2,
CALM1_PDE1B,,,VCAM1_ITGB7,
CALM1_MIP,,,VCAN_CD44,
CALM1_GLP2R,,,VCAN_EGFR,
CALM1_TRPC5,,,VCAN_ITGB1,
CALM1_KCNN4,,,VCAN_SELP,
CALM1_CACNA1C,,,VCAN_TLR2,
CALM1_CNGA2,,,VEGFA_FLT1,
COL9A1_ITGB1,,,VEGFA_GPC1,
COL9A1_MAG,,,VEGFA_KDR,
GIP_PTH1R,,,VEGFA_NRP1,
GIP_ADCYAP1R1,,,VEGFA_NRP2,
GIP_RAMP2,,,VEGFB_FLT1,
GIP_VIPR1,,,VEGFB_NRP1,
GIP_RAMP3,,,VEGFC_FLT4,
GIP_GPR20,,,VEGFC_KDR,
GIP_ADRB2,,,VEGFC_NRP2,
GIP_ADRB3,,,VEGFC_VIPR2,
GIP_TSHR,,,VIM_CD44,
GIP_GPR84,,,VIP_ADCYAP1R1,
GIP_DPP4,,,VIP_VIPR1,
GIP_INSR,,,VIP_VIPR2,
GIP_GIPR,,,VTN_ITGA5,
APOA4_LRP2,,,VTN_ITGA8,
APOA4_LRP1,,,VTN_ITGAV,
APOA4_LDLR,,,VTN_ITGB6,
SEMA4F_NRP2,,,VTN_ITGB8,
GAD1_GRM4,,,VTN_PLAUR,
ITIH2_FCER1A,,,VTN_PVR,
NLGN3_NRXN1,,,VTN_TNFRSF11B,
NLGN3_NRXN3,,,VWF_GP1BA,
NLGN3_NRXN2,,,VWF_ITGA2B,
CCL20_ADRA2A,,,VWF_TNFRSF11B,
CCL20_MTNR1A,,,WNT1_FZD1,
CCL20_GRM7,,,WNT1_FZD10,
CCL20_CXCR3,,,WNT1_FZD2,
CCL20_CCR6,,,WNT1_FZD3,
FGF17_FGFR2,,,WNT1_FZD4,
FGF17_FGFR4,,,WNT1_FZD8,
FGF17_FGFR1,,,WNT1_FZD9,
FGF17_FGFR3,,,WNT1_LRP6,
PYY_ADRA2A,,,WNT1_ROR2,
PYY_MTNR1A,,,WNT1_RYK,
PYY_GRM7,,,WNT10A_FZD1,
PYY_DPP4,,,WNT10A_FZD5,
PYY_NPY5R,,,WNT10A_FZD8,
PYY_NPY1R,,,WNT10B_FZD7,
PYY_NPY4R,,,WNT11_FZD7,
PYY_FAP,,,WNT11_FZD8,
PYY_NPY2R,,,WNT16_FZD2,
F8_LRP1,,,WNT16_LRP5,
F8_LDLR,,,WNT2_FZD1,
F8_ASGR2,,,WNT2_FZD2,
COL4A2_ITGB5,,,WNT2_FZD3,
COL4A2_CD93,,,WNT2_FZD4,
LAMC3_ITGB1,,,WNT2_FZD5,
LAMC3_ITGA6,,,WNT2_FZD7,
LAMC3_ITGA2,,,WNT2_FZD8,
LAMC3_ITGA3,,,WNT2_FZD9,
LAMC3_ITGB4,,,WNT2B_FZD4,
CCL28_ADRA2A,,,WNT2B_FZD7,
CCL28_MTNR1A,,,WNT3_FZD1,
CCL28_GRM7,,,WNT3_FZD7,
CCL28_ACKR2,,,WNT3_FZD8,
CCL28_CCR10,,,WNT3_LRP6,
CCL28_CCR3,,,WNT3_RYK,
CXCL9_ADRA2A,,,WNT4_FZD2,
CXCL9_MTNR1A,,,WNT4_FZD6,
CXCL9_GRM7,,,WNT5A_FZD1,
CXCL9_DPP4,,,WNT5A_FZD2,
CXCL9_CCR3,,,WNT5A_FZD3,
CXCL9_CXCR3,,,WNT5A_FZD4,
CXCL9_FCGR2A,,,WNT5A_FZD5,
CXCL9_KIR2DL3,,,WNT5A_FZD6,
COL6A1_ITGB1,,,WNT5A_FZD7,
COL6A1_ITGA6,,,WNT5A_FZD8,
COL6A1_ITGA1,,,WNT5A_LRP5,
COL6A1_ITGA2,,,WNT5A_MCAM,
TGM2_ITGA4,,,WNT5A_ROR1,
TGM2_ITGB1,,,WNT5A_ROR2,
TGM2_SDC4,,,WNT5A_RYK,
TGM2_TBXA2R,,,WNT5B_FZD2,
TGM2_ITGA9,,,WNT5B_FZD8,
CNTF_EGFR,,,WNT6_FZD7,
CNTF_LIFR,,,WNT7A_FZD1,
CNTF_IL6ST,,,WNT7A_FZD10,
CNTF_IL6R,,,WNT7A_FZD5,
CNTF_CNTFR,,,WNT7A_FZD9,
AGT_ADRA2A,,,WNT7B_FZD1,
AGT_MTNR1A,,,WNT7B_FZD10,
AGT_GRM7,,,WNT7B_FZD4,
AGT_LRP2,,,WNT7B_FZD5,
AGT_AGTR2,,,WNT7B_FZD8,
AGT_AGTR1,,,WNT7B_LRP5,
AGT_MAS1,,,WNT8A_FZD4,
AGT_ENPEP,,,WNT8A_FZD5,
DLL1_NOTCH1,,,WNT8A_FZD8,
DLL1_NOTCH4,,,WNT9A_FZD10,
DLL1_NOTCH2,,,WNT9A_FZD4,
DLL1_NOTCH3,,,XCL1_XCR1,
THBS2_NOTCH4,,,XCL2_XCR1,
THBS2_NOTCH3,,,YBX1_NOTCH1,
THBS2_ITGA4,,,ZG16B_CXCR4,
THBS2_ITGB1,,,ZG16B_TLR2,
THBS2_CD36,,,ZG16B_TLR4,
THBS2_ITGA6,,,ZG16B_TLR5,
THBS2_CD47,,,ZG16B_TLR6,
LEFTY2_ACVR2B,,,ZP3_CHRNA7,
LEFTY2_ACVR1B,,,ZP3_EGFR,
LEFTY2_ACVR2A,,,ZP3_MERTK,
TGFB2_ACVR1,,,,
TGFB2_ENG,,,,
TGFB2_TGFBR2,,,,
TGFB2_TGFBR1,,,,
TGFB2_TGFBR3,,,,
C4BPA_LRP1,,,,
C4BPA_BMPR2,,,,
C4BPA_CD40,,,,
VIP_PTH1R,,,,
VIP_ADCYAP1R1,,,,
VIP_RAMP2,,,,
VIP_VIPR1,,,,
VIP_RAMP3,,,,
VIP_GPR20,,,,
VIP_ADRB2,,,,
VIP_VIPR2,,,,
VIP_ADRB3,,,,
VIP_TSHR,,,,
VIP_GPR84,,,,
VIP_AVPR1A,,,,
VIP_DPP4,,,,
VIP_RAMP1,,,,
VIP_SCTR,,,,
VIP_NPR3,,,,
CFH_ITGAM,,,,
CFH_SELL,,,,
PTGS2_CAV1,,,,
PTGS2_ALOX5,,,,
PTGS2_PTGDR2,,,,
FASLG_TNFRSF1A,,,,
FASLG_TNFRSF10B,,,,
FASLG_FAS,,,,
FASLG_TNFRSF6B,,,,
XCL1_XCR1,,,,
APOA2_LRP2,,,,
APOA2_LRP1,,,,
APOA2_LDLR,,,,
SEMA4A_NRP1,,,,
SEMA4A_PLXNB2,,,,
SEMA4A_PLXND1,,,,
SEMA4A_PLXNB3,,,,
SEMA4A_PLXNB1,,,,
EFNA1_EPHB6,,,,
EFNA1_EPHB1,,,,
EFNA1_EPHA4,,,,
EFNA1_EPHA6,,,,
EFNA1_EPHA7,,,,
EFNA1_EPHA10,,,,
EFNA1_EPHA3,,,,
EFNA1_EPHA1,,,,
EFNA1_EPHA5,,,,
EFNA1_EPHA2,,,,
EFNA1_EPHA8,,,,
ADAM12_ITGB1,,,,
ADAM12_SDC4,,,,
ADAM12_ITGA9,,,,
S100A8_ITGB2,,,,
S100A8_CD36,,,,
S100A8_TLR4,,,,
S100A8_AGER,,,,
S100A8_CD69,,,,
S100A8_CD68,,,,
S100A12_CD36,,,,
S100A12_TLR4,,,,
S100A9_ITGB2,,,,
S100A9_CD36,,,,
S100A9_TLR4,,,,
S100A9_AGER,,,,
S100A9_ALCAM,,,,
S100A9_CD68,,,,
NGF_SORT1,,,,
NGF_NTRK1,,,,
NGF_SORCS2,,,,
NGF_TRPV1,,,,
NGF_MAGED1,,,,
NGF_SORCS3,,,,
NGF_NGFR,,,,
NGF_KIDINS220,,,,
WNT2B_FZD4,,,,
L1CAM_EGFR,,,,
L1CAM_FGFR2,,,,
L1CAM_ERBB2,,,,
L1CAM_EPHB2,,,,
L1CAM_ITGAV,,,,
L1CAM_ITGA5,,,,
L1CAM_ERBB3,,,,
L1CAM_CNTN1,,,,
COL11A1_ITGB1,,,,
COL11A1_ITGA2,,,,
COL11A1_DDR1,,,,
CD40LG_ITGB2,,,,
CD40LG_ITGAM,,,,
CD40LG_CD40,,,,
CD40LG_TRAF3,,,,
BMP5_BMPR2,,,,
BMP5_BMPR1A,,,,
BMP5_BMPR1B,,,,
ITGB3BP_ITGB5,,,,
GNAS_VIPR1,,,,
GNAS_ADRB3,,,,
GNAS_TSHR,,,,
GNAS_AVPR2,,,,
GNAS_LHCGR,,,,
GNAS_HTR6,,,,
GNAS_ADCY8,,,,
